State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Tamil Nadu,Salem,2013,Rabi,Mustard,2705.2,3376.8
Andhra Pradesh,Krishna,2008,Rabi,Jowar,1044.4,1456.2
Haryana,Hisar,2010,Kharif,Onion,2099.8,39591.2
Karnataka,Hassan,2014,Kharif,Groundnut,1192.6,1556.3
Andhra Pradesh,Guntur,2007,Rabi,Wheat,725.8,3004.3
Madhya Pradesh,Ujjain,2009,Kharif,Tur,5062.4,5130.1
Uttar Pradesh,Meerut,2008,Rabi,Groundnut,1468.4,1891.5
Maharashtra,Nashik,2011,Rabi,Potato,4168.8,117817.3
West Bengal,Nadia,2007,Kharif,Onion,3096.5,
Tamil Nadu,Coimbatore,2011,Kharif,Rice,1851.0,4985.4
Bihar,Patna,2003,Rabi,Gram,4845.6,3536.9
Tamil Nadu,Thanjavur,2002,Whole Year,Rice,1936.8,4230.5
Andhra Pradesh,Krishna,2007,Kharif,Jowar,1084.1,1000.1
Madhya Pradesh,Indore,2003,Rabi,Maize,918.0,2610.5
Uttar Pradesh,Meerut,2003,Kharif,Onion,5002.6,62059.8
Madhya Pradesh,Ujjain,2012,Kharif,Soyabean,3751.4,6598.1
Tamil Nadu,Coimbatore,2013,Rabi,Jowar,1249.9,1120.7
West Bengal,Hooghly,2005,Kharif,Soyabean,5428.8,6315.2
Maharashtra,Pune,2010,Rabi,Wheat,854.6,3280.1
Madhya Pradesh,Bhopal,2014,Kharif,Maize,1422.0,4418.8
Tamil Nadu,Coimbatore,2002,Kharif,Soyabean,3364.6,
West Bengal,Bardhaman,2009,Whole Year,Potato,2336.8,64028.5
Madhya Pradesh,Ujjain,2006,Rabi,Mustard,4272.7,4370.5
Madhya Pradesh,Bhopal,2006,Rabi,Maize,3973.9,10046.7
West Bengal,Bardhaman,2012,Rabi,Jowar,6684.3,10137.3
Punjab,Ludhiana,2004,Kharif,Rice,1279.0,3887.1
Karnataka,Mysore,2014,Rabi,Potato,2191.0,40251.7
Maharashtra,Nagpur,2010,Rabi,Mustard,3215.8,4687.5
Punjab,Patiala,2011,Kharif,Onion,3253.8,57910.7
Uttar Pradesh,Lucknow,2013,Whole Year,Potato,1458.2,26459.4
Madhya Pradesh,Bhopal,2012,Rabi,Onion,4283.6,
Andhra Pradesh,Guntur,2012,Kharif,Groundnut,1220.6,2086.9
Tamil Nadu,Salem,2004,Kharif,Onion,4227.5,50820.7
Madhya Pradesh,Bhopal,2006,Kharif,Bajra,1636.4,2450.9
West Bengal,Hooghly,2005,Whole Year,Sugarcane,2364.3,215129.4
Karnataka,Belgaum,2009,Rabi,Groundnut,2431.8,3628.9
Andhra Pradesh,Guntur,2009,Kharif,Maize,980.9,3274.6
West Bengal,Hooghly,2003,Whole Year,Sugarcane,1055.0,59217.2
Andhra Pradesh,Guntur,2010,Kharif,Groundnut,1555.6,3148.4
Andhra Pradesh,Krishna,2014,Whole Year,Sugarcane,1927.2,175769.6
Haryana,Hisar,2001,Kharif,Tur,4462.3,3091.0
Karnataka,Mysore,2011,Kharif,Soyabean,5126.9,5869.5
Bihar,Patna,2007,Kharif,Onion,2368.9,41025.8
Maharashtra,Nashik,2003,Whole Year,Sugarcane,4504.7,414333.4
Uttar Pradesh,Meerut,2010,Kharif,Jowar,7164.4,7623.2
Madhya Pradesh,Indore,2002,Rabi,Mustard,1656.0,2931.3
Uttar Pradesh,Lucknow,2014,Kharif,Bajra,3514.0,4159.5
Andhra Pradesh,Guntur,2010,Kharif,Bajra,2740.2,4374.5
Maharashtra,Pune,2003,Rabi,Maize,5796.8,17213.4
Madhya Pradesh,Ujjain,2005,Kharif,Tur,2791.5,1870.9
Madhya Pradesh,Indore,2005,Kharif,Rice,2838.1,8125.4
Karnataka,Belgaum,2014,Kharif,Jowar,5079.0,5452.3
Maharashtra,Nagpur,2004,Kharif,Bajra,3774.2,4941.8
Karnataka,Hassan,2011,Kharif,Onion,9886.8,105517.1
Haryana,Rohtak,2011,Whole Year,Sugarcane,4229.4,309805.0
Uttar Pradesh,Meerut,2003,Rabi,Jowar,3703.0,4630.4
Tamil Nadu,Coimbatore,2012,Whole Year,Potato,1063.5,16669.9
Bihar,Bhagalpur,2008,Kharif,Tur,6125.8,5552.9
Bihar,Bhagalpur,2012,Rabi,Maize,4080.2,10891.0
Bihar,Gaya,2010,Rabi,Gram,3562.0,4122.0
Karnataka,Mysore,2008,Rabi,Potato,1770.4,41911.6
Punjab,Ludhiana,2013,Whole Year,Banana,4897.0,172700.9
Andhra Pradesh,Krishna,2014,Kharif,Cotton,2654.5,1578.7
Punjab,Ludhiana,2011,Kharif,Maize,2440.5,5998.6
Punjab,Patiala,2014,Kharif,Cotton,5232.3,3554.2
Haryana,Rohtak,2005,Rabi,Mustard,2136.2,3132.4
Madhya Pradesh,Bhopal,2003,Kharif,Cotton,4076.4,2694.3
Karnataka,Hassan,2005,Whole Year,Rice,2816.9,7279.6
Andhra Pradesh,Nellore,2006,Rabi,Wheat,1145.6,3920.4
Bihar,Bhagalpur,2002,Rabi,Potato,1884.9,21732.6
Maharashtra,Nashik,2001,Kharif,Bajra,7761.6,10103.7
West Bengal,Hooghly,2007,Whole Year,Potato,4155.1,70416.6
Punjab,Amritsar,2008,Rabi,Maize,1426.0,4084.0
Haryana,Rohtak,2007,Kharif,Maize,716.9,1792.2
Maharashtra,Nashik,2005,Rabi,Jowar,4213.1,5192.8
Madhya Pradesh,Bhopal,2002,Whole Year,Banana,5733.4,214563.6
Uttar Pradesh,Lucknow,2009,Whole Year,Potato,4248.6,67647.6
Punjab,Amritsar,2012,Kharif,Jowar,1287.3,1854.8
Uttar Pradesh,Kanpur,2011,Whole Year,Potato,3759.0,83257.6
Uttar Pradesh,Kanpur,2003,Kharif,Jowar,1812.1,1728.1
Andhra Pradesh,Guntur,2011,Kharif,Cotton,1790.8,1495.3
Karnataka,Belgaum,2014,Rabi,Potato,2936.8,72322.1
West Bengal,Bardhaman,2005,Kharif,Tur,1878.3,1563.4
West Bengal,Nadia,2012,Whole Year,Banana,3690.2,195081.8
Bihar,Bhagalpur,2008,Kharif,Rice,2571.1,5485.8
Uttar Pradesh,Kanpur,2010,Whole Year,Sugarcane,1690.4,87384.9
Karnataka,Belgaum,2003,Kharif,Tur,2687.3,1761.4
Karnataka,Hassan,2013,Rabi,Jowar,612.8,741.5
West Bengal,Bardhaman,2008,Whole Year,Banana,6619.8,231863.4
Punjab,Ludhiana,2014,Rabi,Onion,6775.0,140912.9
Haryana,Hisar,2007,Whole Year,Rice,2050.8,5119.7
Haryana,Rohtak,2002,Kharif,Tur,1680.3,1498.1
Madhya Pradesh,Bhopal,2005,Kharif,Maize,2257.9,6404.7
Uttar Pradesh,Lucknow,2010,Kharif,Groundnut,1459.4,1375.4
Uttar Pradesh,Lucknow,2009,Kharif,Cotton,2242.2,891.5
Maharashtra,Nagpur,2003,Whole Year,Potato,2390.8,58328.2
Andhra Pradesh,Guntur,2005,Kharif,Jowar,2879.8,4288.0
Punjab,Ludhiana,2007,Kharif,Soyabean,2326.4,3421.1
Haryana,Hisar,2007,Whole Year,Sugarcane,4101.0,276794.4
Uttar Pradesh,Lucknow,2001,Rabi,Maize,968.9,2100.9
Maharashtra,Pune,2009,Kharif,Groundnut,2966.6,4068.9
Karnataka,Belgaum,2008,Rabi,Potato,3036.4,60893.6
Punjab,Amritsar,2012,Rabi,Groundnut,3922.5,3735.2
Tamil Nadu,Salem,2007,Kharif,Onion,3869.1,42155.1
Madhya Pradesh,Indore,2004,Kharif,Cotton,5243.9,2600.1
Madhya Pradesh,Indore,2013,Kharif,Tur,,2432.4
Maharashtra,Nagpur,2010,Kharif,Soyabean,5863.9,7282.5
Uttar Pradesh,Lucknow,2013,Kharif,Rice,1084.1,3405.9
Andhra Pradesh,Krishna,2003,Kharif,Soyabean,3527.9,5274.2
Bihar,Patna,2012,Kharif,Rice,4568.2,14052.0
West Bengal,Hooghly,2005,Kharif,Maize,898.2,2142.8
Tamil Nadu,Salem,2002,Kharif,Maize,2201.2,4943.1
Madhya Pradesh,Ujjain,2014,Rabi,Onion,1003.3,21508.7
Tamil Nadu,Thanjavur,2014,Kharif,Groundnut,1470.5,1281.5
Andhra Pradesh,Nellore,2004,Whole Year,Banana,4246.8,185987.3
Karnataka,Mysore,2014,Kharif,Soyabean,9114.6,13233.0
Tamil Nadu,Thanjavur,2004,Rabi,Wheat,2041.1,6481.0
Uttar Pradesh,Kanpur,2002,Kharif,Onion,7322.1,84211.7
Madhya Pradesh,Bhopal,2005,Kharif,Groundnut,3867.6,5619.4
Maharashtra,Nagpur,2001,Rabi,Mustard,3045.2,3838.8
Madhya Pradesh,Indore,2007,Kharif,Maize,3023.5,10361.0
Uttar Pradesh,Meerut,2012,Kharif,Maize,2590.6,3991.2
Punjab,Ludhiana,2010,Whole Year,Potato,2921.2,77323.0
Haryana,Karnal,2003,Kharif,Onion,4891.4,77377.3
Madhya Pradesh,Indore,2001,Rabi,Jowar,5713.0,5289.8
Madhya Pradesh,Indore,2007,Kharif,Jowar,812.3,1425.1
Tamil Nadu,Thanjavur,2001,Rabi,Gram,3941.8,2631.4
Bihar,Bhagalpur,2001,Rabi,Jowar,2905.7,3148.3
West Bengal,Bardhaman,2013,Whole Year,Sugarcane,2625.6,231382.2
Uttar Pradesh,Lucknow,2007,Whole Year,Banana,1865.6,59113.0
Tamil Nadu,Salem,2007,Kharif,Rice,5136.7,12258.4
Bihar,Bhagalpur,2012,Kharif,Maize,5121.8,9414.8
Maharashtra,Pune,2011,Kharif,Maize,3158.6,9993.8
Madhya Pradesh,Bhopal,2006,Rabi,Onion,4902.6,77965.2
Bihar,Bhagalpur,2004,Rabi,Gram,2917.5,2374.3
Madhya Pradesh,Indore,2006,Kharif,Bajra,1795.3,3456.9
Punjab,Ludhiana,2010,Kharif,Rice,1653.0,4621.0
Madhya Pradesh,Bhopal,2012,Kharif,Tur,3294.0,3972.6
Punjab,Ludhiana,2001,Kharif,Rice,6821.7,20698.0
Maharashtra,Pune,2010,Kharif,Onion,937.9,17133.3
Uttar Pradesh,Meerut,2007,Kharif,Maize,2380.6,6289.2
Bihar,Patna,2012,Rabi,Jowar,472.5,441.3
Andhra Pradesh,Krishna,2004,Rabi,Gram,8834.8,
Karnataka,Mysore,2014,Kharif,Maize,2956.8,7963.1
Tamil Nadu,Coimbatore,2002,Kharif,Onion,591.8,7403.2
Punjab,Amritsar,2003,Rabi,Potato,2121.6,37684.6
Madhya Pradesh,Bhopal,2007,Whole Year,Rice,2174.0,6551.7
Karnataka,Hassan,2005,Kharif,Cotton,2438.5,1291.0
Madhya Pradesh,Indore,2007,Kharif,Cotton,1758.4,772.2
Bihar,Gaya,2003,Kharif,Bajra,12014.7,14061.4
Uttar Pradesh,Lucknow,2011,Kharif,Maize,2479.1,6867.3
West Bengal,Bardhaman,2011,Kharif,Tur,1322.4,1132.4
Madhya Pradesh,Indore,2009,Kharif,Cotton,980.2,604.7
Haryana,Karnal,2010,Kharif,Jowar,1394.3,1261.9
Uttar Pradesh,Kanpur,2005,Kharif,Cotton,1063.5,328.1
Madhya Pradesh,Bhopal,2004,Rabi,Jowar,5825.8,
Uttar Pradesh,Lucknow,2005,Kharif,Maize,,14400.5
Maharashtra,Nashik,2013,Kharif,Soyabean,4819.1,6137.1
Maharashtra,Nagpur,2004,Rabi,Groundnut,5361.0,6773.7
Bihar,Gaya,2002,Kharif,Groundnut,7474.3,6593.7
West Bengal,Hooghly,2006,Rabi,Jowar,3430.7,4843.1
Madhya Pradesh,Bhopal,2008,Rabi,Maize,1855.2,5983.5
West Bengal,Nadia,2006,Whole Year,Rice,1413.2,5027.9
Andhra Pradesh,Krishna,2004,Rabi,Jowar,1549.6,1311.0
West Bengal,Hooghly,2012,Kharif,Soyabean,8212.2,11992.3
Bihar,Bhagalpur,2003,Kharif,Rice,2820.6,7261.2
Tamil Nadu,Salem,2008,Whole Year,Potato,1439.4,23113.7
Bihar,Patna,2007,Rabi,Groundnut,5531.7,6762.4
West Bengal,Nadia,2008,Rabi,Gram,8940.3,11098.0
Madhya Pradesh,Indore,2012,Rabi,Wheat,707.3,2729.6
Punjab,Patiala,2009,Whole Year,Sugarcane,4494.0,388374.3
Haryana,Rohtak,2013,Rabi,Groundnut,2458.0,3217.9
Haryana,Rohtak,2012,Rabi,Jowar,2447.8,1969.7
Tamil Nadu,Coimbatore,2005,Kharif,Tur,3795.4,2961.3
Uttar Pradesh,Meerut,2012,Whole Year,Rice,3036.4,7434.6
Andhra Pradesh,Nellore,2003,Rabi,Jowar,7150.7,7548.0
Tamil Nadu,Salem,2002,Whole Year,Banana,3407.3,137110.6
Punjab,Patiala,2001,Kharif,Tur,7102.7,7123.2
Karnataka,Belgaum,2007,Rabi,Potato,2721.4,45570.8
Madhya Pradesh,Indore,2006,Rabi,Wheat,1061.5,3862.6
Uttar Pradesh,Lucknow,2014,Kharif,Cotton,2906.0,1012.5
Madhya Pradesh,Ujjain,2004,Kharif,Tur,3135.3,2132.9
Karnataka,Mysore,2013,Kharif,Rice,2881.0,7789.5
Uttar Pradesh,Meerut,2014,Kharif,Bajra,1852.1,2157.5
Bihar,Patna,2013,Kharif,Jowar,2514.3,3001.4
Andhra Pradesh,Guntur,2006,Kharif,Maize,1488.2,4531.4
Bihar,Gaya,2001,Rabi,Groundnut,1936.6,2262.7
Haryana,Karnal,2007,Kharif,Onion,3204.4,22130.2
Madhya Pradesh,Bhopal,2007,Rabi,Groundnut,1802.0,3143.2
Uttar Pradesh,Kanpur,2011,Kharif,Jowar,8004.5,8141.5
Maharashtra,Pune,2013,Rabi,Gram,8611.0,10193.3
West Bengal,Hooghly,2004,Rabi,Potato,2517.8,76713.9
Madhya Pradesh,Bhopal,2010,Rabi,Maize,3422.5,11586.5
Uttar Pradesh,Meerut,2007,Rabi,Gram,2980.2,3092.5
Tamil Nadu,Coimbatore,2009,Kharif,Bajra,1017.2,937.1
Haryana,Karnal,2008,Whole Year,Rice,8404.3,20037.2
Madhya Pradesh,Ujjain,2006,Kharif,Onion,1191.7,21861.6
Haryana,Karnal,2012,Rabi,Maize,2843.9,
Karnataka,Belgaum,2003,Kharif,Soyabean,1840.6,2205.1
Uttar Pradesh,Lucknow,2010,Rabi,Potato,1112.4,19785.5
Tamil Nadu,Coimbatore,2009,Rabi,Potato,5096.6,109479.6
Haryana,Rohtak,2010,Kharif,Maize,1492.3,4270.9
Madhya Pradesh,Ujjain,2003,Whole Year,Banana,1953.7,89891.8
Bihar,Bhagalpur,2001,Rabi,Gram,2248.6,2360.7
Karnataka,Mysore,2009,Kharif,Onion,2183.6,21309.0
Maharashtra,Nagpur,2008,Kharif,Rice,2619.4,8347.7
Haryana,Rohtak,2010,Kharif,Bajra,342.6,520.5
Maharashtra,Pune,2006,Rabi,Wheat,3819.3,14422.7
Punjab,Ludhiana,2006,Rabi,Onion,2817.6,52582.7
Uttar Pradesh,Meerut,2009,Rabi,Onion,1688.7,25615.6
Madhya Pradesh,Ujjain,2001,Kharif,Groundnut,4672.3,6723.0
Punjab,Patiala,2003,Kharif,Groundnut,3947.5,5256.3
Maharashtra,Pune,2010,Kharif,Bajra,3114.7,3759.6
Uttar Pradesh,Meerut,2002,Kharif,Soyabean,3225.7,3863.9
Haryana,Karnal,2008,Rabi,Maize,,2805.1
Karnataka,Belgaum,2012,Kharif,Cotton,2231.0,1300.3
Maharashtra,Nagpur,2008,Whole Year,Rice,2711.1,9703.1
Andhra Pradesh,Nellore,2003,Rabi,Potato,8822.4,199481.1
Uttar Pradesh,Lucknow,2013,Kharif,Cotton,12312.3,5207.2
Punjab,Ludhiana,2006,Rabi,Gram,1506.6,2028.6
Punjab,Ludhiana,2013,Rabi,Potato,6738.5,141335.0
Andhra Pradesh,Nellore,2002,Kharif,Rice,1030.2,3435.5
Uttar Pradesh,Lucknow,2010,Rabi,Maize,577.3,1587.0
West Bengal,Bardhaman,2001,Whole Year,Banana,1249.3,42069.3
Karnataka,Belgaum,2005,Kharif,Cotton,2515.2,1000.2
Bihar,Gaya,2006,Kharif,Soyabean,4386.4,4403.9
Tamil Nadu,Salem,2008,Whole Year,Banana,3662.8,104839.3
Karnataka,Belgaum,2011,Kharif,Jowar,1123.0,751.9
West Bengal,Hooghly,2009,Rabi,Gram,1846.6,1560.7
Maharashtra,Pune,2001,Rabi,Groundnut,3033.7,3370.1
Punjab,Patiala,2001,Kharif,Onion,2459.0,49208.9
Uttar Pradesh,Lucknow,2007,Rabi,Gram,2654.6,2203.0
Madhya Pradesh,Indore,2002,Kharif,Jowar,2104.6,2307.9
Karnataka,Belgaum,2009,Kharif,Groundnut,6558.8,9406.9
Maharashtra,Nashik,2005,Rabi,Maize,1943.7,4937.0
Andhra Pradesh,Krishna,2012,Whole Year,Sugarcane,1273.7,96278.7
Maharashtra,Nashik,2014,Whole Year,Potato,2315.9,75100.3
Uttar Pradesh,Meerut,2006,Kharif,Bajra,2597.9,4416.9
Punjab,Amritsar,2007,Kharif,Soyabean,6296.6,4542.3
West Bengal,Bardhaman,2009,Kharif,Tur,3851.3,3937.3
Andhra Pradesh,Guntur,2009,Whole Year,Sugarcane,1831.7,182158.8
Maharashtra,Nagpur,2004,Rabi,Onion,2702.2,56833.0
Haryana,Karnal,2007,Whole Year,Rice,3310.5,6200.0
Madhya Pradesh,Bhopal,2006,Whole Year,Banana,5575.6,296357.5
Haryana,Hisar,2006,Kharif,Groundnut,1225.0,1250.8
Madhya Pradesh,Bhopal,2012,Rabi,Maize,2598.2,8644.4
Andhra Pradesh,Guntur,2005,Whole Year,Banana,1273.7,57986.0
Uttar Pradesh,Lucknow,2006,Rabi,Potato,2845.0,33910.2
Andhra Pradesh,Krishna,2014,Rabi,Onion,1189.0,18289.6
West Bengal,Hooghly,2002,Rabi,Maize,3369.4,8987.4
Andhra Pradesh,Nellore,2005,Rabi,Groundnut,3442.7,5599.1
Andhra Pradesh,Krishna,2009,Rabi,Onion,2703.6,47903.1
Haryana,Rohtak,2012,Kharif,Tur,1098.3,787.4
West Bengal,Nadia,2014,Kharif,Soyabean,3268.9,4393.7
Andhra Pradesh,Guntur,2005,Kharif,Groundnut,1905.5,2746.0
Punjab,Patiala,2002,Kharif,Onion,5612.9,120460.6
Uttar Pradesh,Lucknow,2013,Rabi,Wheat,2094.1,6416.4
West Bengal,Bardhaman,2011,Kharif,Rice,5985.2,18791.9
Andhra Pradesh,Krishna,2003,Kharif,Jowar,3974.8,4157.1
Punjab,Patiala,2009,Whole Year,Rice,5745.8,19625.3
Tamil Nadu,Coimbatore,2013,Kharif,Onion,2572.1,40112.9
Andhra Pradesh,Nellore,2008,Rabi,Gram,3947.2,5020.7
Tamil Nadu,Coimbatore,2011,Kharif,Jowar,1029.5,939.5
Andhra Pradesh,Guntur,2009,Rabi,Gram,,993.0
Andhra Pradesh,Guntur,2013,Kharif,Groundnut,2764.8,5143.0
Bihar,Patna,2004,Kharif,Tur,5057.1,4398.4
Haryana,Rohtak,2008,Rabi,Wheat,836.3,2852.9
Andhra Pradesh,Krishna,2009,Rabi,Wheat,2798.6,10003.6
Tamil Nadu,Coimbatore,2012,Rabi,Groundnut,2064.3,2480.5
Punjab,Patiala,2009,Whole Year,Banana,908.0,44986.3
Haryana,Rohtak,2005,Whole Year,Banana,1541.3,47781.1
Karnataka,Hassan,2007,Rabi,Gram,9099.9,6048.7
West Bengal,Nadia,2003,Kharif,Onion,1766.4,38241.3
Uttar Pradesh,Kanpur,2012,Kharif,Bajra,2465.4,3677.4
Maharashtra,Nagpur,2014,Whole Year,Banana,3445.1,137931.8
West Bengal,Nadia,2002,Rabi,Gram,2512.3,2508.8
Madhya Pradesh,Ujjain,2007,Kharif,Tur,,4324.8
Punjab,Ludhiana,2012,Kharif,Cotton,1356.5,906.9
Uttar Pradesh,Kanpur,2012,Rabi,Onion,2585.4,30946.6
Tamil Nadu,Coimbatore,2011,Kharif,Maize,,16518.1
Maharashtra,Nashik,2002,Kharif,Soyabean,920.9,1072.6
West Bengal,Nadia,2011,Whole Year,Potato,3431.6,109109.0
West Bengal,Nadia,2012,Kharif,Soyabean,2500.6,3740.4
Andhra Pradesh,Guntur,2002,Kharif,Maize,8614.8,28101.3
Haryana,Karnal,2012,Kharif,Jowar,4007.6,4090.9
Haryana,Rohtak,2009,Rabi,Gram,1787.5,941.3
Uttar Pradesh,Kanpur,2012,Rabi,Mustard,2730.1,3869.4
Bihar,Patna,2009,Kharif,Jowar,2494.3,1964.4
Karnataka,Mysore,2006,Rabi,Groundnut,2417.2,2906.3
Madhya Pradesh,Indore,2011,Rabi,Groundnut,1155.7,1346.6
Maharashtra,Nashik,2008,Whole Year,Potato,1410.9,35047.5
Madhya Pradesh,Bhopal,2011,Kharif,Groundnut,4018.7,6827.9
West Bengal,Hooghly,2011,Kharif,Bajra,1171.8,1827.2
Maharashtra,Nagpur,2011,Rabi,Potato,1632.4,35800.6
Madhya Pradesh,Bhopal,2005,Rabi,Mustard,2818.4,3438.7
Karnataka,Belgaum,2004,Rabi,Onion,7505.2,122216.7
Andhra Pradesh,Krishna,2009,Kharif,Soyabean,1515.8,2153.7
Bihar,Gaya,2008,Whole Year,Rice,2914.1,8296.5
Madhya Pradesh,Indore,2014,Rabi,Jowar,2910.7,4159.6
Haryana,Rohtak,2005,Rabi,Groundnut,1857.5,2350.5
Punjab,Amritsar,2003,Whole Year,Potato,1866.3,44721.1
Andhra Pradesh,Guntur,2002,Kharif,Bajra,2284.8,4055.4
Tamil Nadu,Coimbatore,2014,Whole Year,Sugarcane,1481.9,88541.0
Haryana,Karnal,2003,Kharif,Cotton,5238.1,2744.6
Bihar,Gaya,2012,Kharif,Cotton,1008.8,354.1
Madhya Pradesh,Bhopal,2009,Rabi,Groundnut,4588.3,
Uttar Pradesh,Meerut,2013,Kharif,Cotton,990.8,451.4
Uttar Pradesh,Kanpur,2008,Rabi,Gram,1644.1,1447.2
Tamil Nadu,Salem,2005,Rabi,Onion,3569.1,27916.6
Madhya Pradesh,Indore,2012,Kharif,Cotton,749.4,382.5
Karnataka,Hassan,2007,Kharif,Groundnut,5033.9,7103.5
Tamil Nadu,Thanjavur,2013,Kharif,Jowar,3323.1,2483.0
Maharashtra,Nashik,2005,Kharif,Maize,1618.0,6117.0
Haryana,Hisar,2007,Rabi,Groundnut,858.9,738.4
Maharashtra,Nashik,2008,Rabi,Gram,3901.1,4952.2
Haryana,Rohtak,2011,Kharif,Tur,3978.6,2899.1
Andhra Pradesh,Nellore,2010,Whole Year,Banana,4537.0,121685.4
Madhya Pradesh,Ujjain,2008,Rabi,Maize,3168.9,9064.5
Madhya Pradesh,Indore,2001,Rabi,Onion,2167.6,36590.8
Punjab,Ludhiana,2007,Kharif,Groundnut,1837.6,2276.4
West Bengal,Hooghly,2004,Kharif,Tur,2000.1,1388.1
West Bengal,Bardhaman,2005,Rabi,Mustard,1575.1,2745.3
Madhya Pradesh,Bhopal,2014,Whole Year,Potato,1101.4,28440.6
Madhya Pradesh,Indore,2010,Kharif,Groundnut,6398.6,8701.4
Madhya Pradesh,Bhopal,2005,Whole Year,Banana,618.3,24559.6
Tamil Nadu,Salem,2001,Kharif,Bajra,1060.5,
Karnataka,Mysore,2006,Kharif,Bajra,1789.0,2342.6
Punjab,Amritsar,2002,Rabi,Onion,3550.4,54995.3
Bihar,Gaya,2013,Kharif,Bajra,1160.3,1428.0
Uttar Pradesh,Lucknow,2001,Rabi,Mustard,1594.6,1850.0
Andhra Pradesh,Krishna,2011,Rabi,Gram,3135.2,2992.7
Uttar Pradesh,Meerut,2005,Kharif,Tur,3635.1,2509.4
Andhra Pradesh,Guntur,2002,Kharif,Groundnut,305.3,543.2
Uttar Pradesh,Kanpur,2012,Whole Year,Sugarcane,1696.6,139194.9
Madhya Pradesh,Indore,2003,Rabi,Gram,2766.9,3389.6
Karnataka,Belgaum,2006,Whole Year,Banana,5659.7,231403.8
Haryana,Karnal,2007,Whole Year,Potato,3515.0,71950.9
Punjab,Patiala,2013,Kharif,Rice,1769.0,7298.1
Tamil Nadu,Salem,2007,Kharif,Jowar,2191.7,1936.6
Punjab,Ludhiana,2002,Rabi,Mustard,1718.1,3110.5
Bihar,Patna,2008,Kharif,Cotton,8391.3,4130.9
Karnataka,Belgaum,2008,Rabi,Groundnut,2819.2,2371.0
Bihar,Patna,2004,Whole Year,Sugarcane,1602.7,113447.8
Uttar Pradesh,Meerut,2006,Whole Year,Sugarcane,2416.3,188219.7
Madhya Pradesh,Bhopal,2012,Rabi,Mustard,7920.3,12274.0
Andhra Pradesh,Nellore,2009,Kharif,Bajra,1343.7,2173.6
Maharashtra,Nashik,2013,Kharif,Cotton,3406.3,1824.0
Tamil Nadu,Thanjavur,2005,Whole Year,Sugarcane,2022.8,132747.4
Tamil Nadu,Coimbatore,2005,Kharif,Cotton,685.2,364.7
Haryana,Rohtak,2003,Kharif,Groundnut,2299.6,798.5
Maharashtra,Nashik,2004,Kharif,Cotton,4592.7,2862.4
Bihar,Bhagalpur,2001,Whole Year,Rice,9797.1,22339.2
Haryana,Karnal,2010,Rabi,Potato,6549.9,94912.1
Uttar Pradesh,Lucknow,2010,Rabi,Wheat,2270.3,5757.6
Bihar,Bhagalpur,2003,Kharif,Groundnut,8902.3,12489.4
Punjab,Patiala,2005,Whole Year,Sugarcane,1855.2,176514.4
Andhra Pradesh,Nellore,2004,Kharif,Soyabean,2093.2,2902.1
Punjab,Amritsar,2012,Whole Year,Banana,3369.1,76225.8
Maharashtra,Pune,2002,Rabi,Maize,2090.7,4515.5
Tamil Nadu,Salem,2008,Rabi,Mustard,7478.7,13635.3
Haryana,Hisar,2013,Kharif,Maize,4173.1,7292.0
Tamil Nadu,Salem,2002,Rabi,Wheat,1366.2,3704.8
Tamil Nadu,Coimbatore,2006,Rabi,Gram,7395.1,6512.5
Punjab,Patiala,2008,Kharif,Maize,2464.6,7648.6
Karnataka,Hassan,2001,Kharif,Tur,2886.0,2917.8
Madhya Pradesh,Bhopal,2013,Kharif,Rice,1702.5,6044.2
Uttar Pradesh,Lucknow,2010,Whole Year,Sugarcane,1116.7,84450.4
West Bengal,Nadia,2003,Kharif,Bajra,3115.5,4877.2
Bihar,Bhagalpur,2011,Whole Year,Sugarcane,2709.9,192481.7
Madhya Pradesh,Ujjain,2007,Whole Year,Sugarcane,1685.9,144782.1
West Bengal,Nadia,2006,Kharif,Bajra,9146.6,9479.2
Uttar Pradesh,Kanpur,2011,Kharif,Groundnut,3814.4,6374.1
Maharashtra,Nashik,2014,Kharif,Maize,3143.0,
Punjab,Patiala,2005,Whole Year,Potato,1641.8,39372.4
Andhra Pradesh,Nellore,2006,Kharif,Rice,2202.3,5971.9
Haryana,Hisar,2001,Rabi,Groundnut,4517.1,4126.8
Bihar,Patna,2010,Kharif,Onion,775.8,13366.7
Punjab,Ludhiana,2012,Kharif,Bajra,4509.8,5600.0
Uttar Pradesh,Kanpur,2002,Whole Year,Potato,4862.4,117552.4
Maharashtra,Nashik,2009,Whole Year,Sugarcane,6936.7,681953.6
Madhya Pradesh,Bhopal,2003,Rabi,Mustard,3174.8,5497.5
Bihar,Bhagalpur,2014,Rabi,Jowar,2791.8,3517.4
Tamil Nadu,Salem,2012,Whole Year,Banana,1972.5,64509.2
Punjab,Ludhiana,2001,Whole Year,Potato,1705.7,45884.9
Maharashtra,Nashik,2014,Kharif,Bajra,3848.9,7148.5
West Bengal,Bardhaman,2013,Whole Year,Potato,2681.1,61191.2
Madhya Pradesh,Bhopal,2013,Kharif,Bajra,1522.4,2336.2
Haryana,Rohtak,2012,Rabi,Wheat,3053.2,8807.6
West Bengal,Hooghly,2014,Rabi,Maize,4668.9,14152.4
Maharashtra,Nashik,2012,Rabi,Jowar,3921.5,3750.4
